obs_index,permID,provID,trkSub,obsTime,ra_deg,dec_deg,mag,band,station,astCat,mode
5540,99942,,LT8MC2V,2021-02-19 19:04:05.915000+00:00,158.20525,-16.93383,15.7,G,C57,Gaia2,CCD
5541,99942,,LT8MC2V,2021-02-19 19:14:05.914000+00:00,158.19561,-16.93069,15.6,G,C57,Gaia2,CCD
5542,99942,,LT8MC2V,2021-02-19 19:24:05.914000+00:00,158.18602,-16.92767,15.5,G,C57,Gaia2,CCD
5543,99942,,LT8MC2V,2021-02-19 19:34:05.914000+00:00,158.17653,-16.9243,15.6,G,C57,Gaia2,CCD
5544,99942,,LT8MC2V,2021-02-19 19:44:05.914000+00:00,158.16677,-16.92135,15.5,G,C57,Gaia2,CCD
5545,99942,,99942,2021-02-19 19:47:53.952000+00:00,157.85729,-16.59219,15.3,G,M44,Gaia2,CCD
5546,99942,,LT8MC2V,2021-02-19 19:54:05.913000+00:00,158.15735,-16.91813,15.6,G,C57,Gaia2,CCD
5547,99942,,LT8MC2V,2021-02-19 20:04:05.913000+00:00,158.1476,-16.91508,15.6,G,C57,Gaia2,CCD
5548,99942,,99942,2021-02-19 20:06:00.864000+00:00,157.84208,-16.58714,15.5,G,M44,Gaia2,CCD
5549,99942,,LT8MC2V,2021-02-19 20:14:05.913000+00:00,158.13818,-16.91203,15.6,G,C57,Gaia2,CCD
5550,99942,,LT8MC2V,2021-02-19 20:24:05.913000+00:00,158.12833,-16.90896,15.6,G,C57,Gaia2,CCD
5551,99942,,99942,2021-02-19 20:27:10.944000+00:00,157.82471,-16.58086,15.3,G,M44,Gaia2,CCD
5552,99942,,LT8MC2V,2021-02-19 20:34:05.912000+00:00,158.11876,-16.90596,15.5,G,C57,Gaia2,CCD
5553,99942,,LT8MC2V,2021-02-19 20:44:05.912000+00:00,158.10933,-16.90273,15.5,G,C57,Gaia2,CCD
5554,99942,,LT8MC2V,2021-02-19 20:54:05.912000+00:00,158.10008,-16.89965,15.6,G,C57,Gaia2,CCD
5555,99942,,LT8MC2V,2021-02-19 21:04:05.912000+00:00,158.08993,-16.8964,15.5,G,C57,Gaia2,CCD
5556,99942,,LT8MC2V,2021-02-19 21:14:05.911000+00:00,158.08031,-16.89342,15.4,G,C57,Gaia2,CCD
5557,99942,,LT8MC2V,2021-02-19 21:24:05.911000+00:00,158.07074,-16.89039,15.5,G,C57,Gaia2,CCD
5558,99942,,LT8MC2V,2021-02-19 21:34:05.911000+00:00,158.06117,-16.88731,15.5,G,C57,Gaia2,CCD
5559,99942,,LT8MC2V,2021-02-19 21:44:05.910000+00:00,158.05168,-16.88407,15.5,G,C57,Gaia2,CCD
5560,99942,,LT8MC2V,2021-02-19 21:54:05.910000+00:00,158.04196,-16.88092,15.4,G,C57,Gaia2,CCD
5561,99942,,99942,2021-02-19 22:00:27.936000+00:00,157.754,-16.558,16.4,L,095,USNOA2,CCD
5562,99942,,99942,2021-02-19 22:00:54.720000+00:00,157.7585,-16.55761,15.4,G,L28,UNK,CCD
5563,99942,,99942,2021-02-19 22:01:01.632000+00:00,157.75358,-16.55778,16.3,L,095,USNOA2,CCD
5564,99942,,99942,2021-02-19 22:01:34.464000+00:00,157.75308,-16.55756,16.3,L,095,USNOA2,CCD
5565,99942,,99942,2021-02-19 22:01:51.744000+00:00,157.75292,-16.55742,16.3,L,095,USNOA2,CCD
5566,99942,,99942,2021-02-19 22:01:58.656000+00:00,157.75763,-16.55725,15.4,G,L28,UNK,CCD
5567,99942,,99942,2021-02-19 22:02:08.160000+00:00,157.75271,-16.55733,16.2,L,095,USNOA2,CCD
5568,99942,,99942,2021-02-19 22:02:25.440000+00:00,157.75242,-16.55736,16.3,L,095,USNOA2,CCD
5569,99942,,99942,2021-02-19 22:02:58.272000+00:00,157.75188,-16.55711,16.2,L,095,USNOA2,CCD
5570,99942,,99942,2021-02-19 22:03:15.552000+00:00,157.75167,-16.55694,16.2,L,095,USNOA2,CCD
5571,99942,,LT8MC2V,2021-02-19 22:04:05.910000+00:00,158.03241,-16.87796,15.4,G,C57,Gaia2,CCD
5572,99942,,99942,2021-02-19 22:04:07.392000+00:00,157.756,-16.55644,15.3,G,L28,UNK,CCD
5573,99942,,99942,2021-02-19 22:06:15.264000+00:00,157.75429,-16.55583,15.4,G,L28,UNK,CCD
5574,99942,,99942,2021-02-19 22:08:23.136000+00:00,157.75254,-16.55544,15.4,G,L28,UNK,CCD
5575,99942,,99942,2021-02-19 22:10:17.270000+00:00,157.756075,-16.552547,15.4,G,Z84,Gaia2,CCD
5576,99942,,99942,2021-02-19 22:11:34.944000+00:00,157.74983,-16.55444,15.3,G,L28,UNK,CCD
5577,99942,,99942,2021-02-19 22:13:42.816000+00:00,157.74833,-16.55392,15.4,G,L28,UNK,CCD
5578,99942,,LT8MC2V,2021-02-19 22:14:05.910000+00:00,158.02272,-16.87485,15.4,G,C57,Gaia2,CCD
5579,99942,,99942,2021-02-19 22:14:46.752000+00:00,157.74725,-16.5535,15.4,G,L28,UNK,CCD
5580,99942,,99942,2021-02-19 22:16:54.624000+00:00,157.74562,-16.55294,15.2,G,L28,UNK,CCD
5581,99942,,99942,2021-02-19 22:17:59.424000+00:00,157.74483,-16.5525,15.5,G,L28,UNK,CCD
5582,99942,,LT8MC2V,2021-02-19 22:24:05.909000+00:00,158.01322,-16.87163,15.4,G,C57,Gaia2,CCD
5583,99942,,99942,2021-02-19 22:24:23.040000+00:00,157.73967,-16.55078,15.4,G,L28,UNK,CCD
5584,99942,,99942,2021-02-19 22:26:30.912000+00:00,157.73788,-16.55028,15.3,G,L28,UNK,CCD
5585,99942,,99942,2021-02-19 22:27:34.848000+00:00,157.73683,-16.54978,15.4,G,L28,UNK,CCD
5586,99942,,99942,2021-02-19 22:29:42.720000+00:00,157.73538,-16.54933,15.4,G,L28,UNK,CCD
5587,99942,,LT8MC2V,2021-02-19 22:34:05.909000+00:00,158.00325,-16.86841,15.4,G,C57,Gaia2,CCD
5588,99942,,99942,2021-02-19 22:35:03.264000+00:00,157.73087,-16.54764,15.2,G,L28,UNK,CCD
5589,99942,,99942,2021-02-19 22:37:11.136000+00:00,157.72908,-16.54736,15.4,G,L28,UNK,CCD
5590,99942,,LT8MC2V,2021-02-19 22:44:05.909000+00:00,157.99378,-16.86534,15.3,G,C57,Gaia2,CCD
5591,99942,,99942,2021-02-19 22:44:38.688000+00:00,157.72308,-16.54497,15.3,G,L28,UNK,CCD
5592,99942,,99942,2021-02-19 22:47:51.360000+00:00,157.72062,-16.54408,15.4,G,L28,UNK,CCD
5593,99942,,99942,2021-02-19 22:49:59.232000+00:00,157.71892,-16.54356,15.4,G,L28,UNK,CCD
5594,99942,,99942,2021-02-19 22:52:07.104000+00:00,157.71708,-16.54289,15.5,G,L28,UNK,CCD
5595,99942,,LT8MC2V,2021-02-19 22:54:05.909000+00:00,157.98421,-16.86201,15.4,G,C57,Gaia2,CCD
5596,99942,,99942,2021-02-19 22:54:14.976000+00:00,157.71525,-16.54219,15.4,G,L28,UNK,CCD
5597,99942,,99942,2021-02-19 22:56:22.848000+00:00,157.71358,-16.54161,15.4,G,L28,UNK,CCD
5598,99942,,99942,2021-02-19 22:58:30.720000+00:00,157.71171,-16.54111,15.2,G,L28,UNK,CCD
5599,99942,,99942,2021-02-19 23:00:38.592000+00:00,157.71,-16.5405,15.4,G,L28,UNK,CCD
5600,99942,,LT8MC2V,2021-02-19 23:04:05.908000+00:00,157.97459,-16.85875,15.3,G,C57,Gaia2,CCD
5601,99942,,99942,2021-02-19 23:04:55.200000+00:00,157.7065,-16.53925,15.4,G,L28,UNK,CCD
5602,99942,,99942,2021-02-19 23:10:35.789000+00:00,157.707358,-16.535339,15.4,G,Z84,Gaia2,CCD
5603,99942,,LT8MC2V,2021-02-19 23:14:05.908000+00:00,157.965,-16.85563,15.4,G,C57,Gaia2,CCD
5604,99942,,99942,2021-02-19 23:14:30.624000+00:00,157.69883,-16.53631,15.2,G,L28,UNK,CCD
5605,99942,,99942,2021-02-19 23:21:59.040000+00:00,157.69283,-16.53411,15.2,G,L28,UNK,CCD
5606,99942,,LT8MC2V,2021-02-19 23:24:05.908000+00:00,157.95562,-16.85248,15.4,G,C57,Gaia2,CCD
5607,99942,,LT8MC2V,2021-02-19 23:34:05.908000+00:00,157.94572,-16.84943,15.3,G,C57,Gaia2,CCD
5608,99942,,99942,2021-02-19 23:40:10.272000+00:00,157.67346,-16.52825,16.0,L,095,USNOA2,CCD
5609,99942,,99942,2021-02-19 23:41:16.800000+00:00,157.67242,-16.52792,16.1,L,095,USNOA2,CCD
5610,99942,,99942,2021-02-19 23:42:06.912000+00:00,157.67171,-16.5275,15.9,L,095,USNOA2,CCD
5611,99942,,99942,2021-02-19 23:42:24.192000+00:00,157.67137,-16.52742,16.1,L,095,USNOA2,CCD
5612,99942,,99942,2021-02-19 23:43:14.304000+00:00,157.67083,-16.52728,16.0,L,095,USNOA2,CCD
5613,99942,,99942,2021-02-19 23:43:30.720000+00:00,157.67063,-16.52728,16.1,L,095,USNOA2,CCD
5614,99942,,LT8MC2V,2021-02-19 23:44:05.907000+00:00,157.93589,-16.84613,15.3,G,C57,Gaia2,CCD
5615,99942,,LT8MC2V,2021-02-19 23:54:05.907000+00:00,157.92618,-16.84296,15.3,G,C57,Gaia2,CCD
5616,99942,,LT8MC2V,2021-02-20 00:04:05.907000+00:00,157.9166,-16.83991,15.3,G,C57,Gaia2,CCD
5617,99942,,99942,2021-02-20 00:10:18.192000+00:00,157.658637,-16.517903,15.4,G,Z84,Gaia2,CCD
5618,99942,,LT8MC2V,2021-02-20 00:14:05.906000+00:00,157.90696,-16.83644,15.4,G,C57,Gaia2,CCD
5619,99942,,LT8MC2V,2021-02-20 00:24:05.906000+00:00,157.89733,-16.83332,15.4,G,C57,Gaia2,CCD
5620,99942,,LT8MC2k,2021-02-20 00:34:05.906000+00:00,157.88766,-16.83014,15.4,G,C57,Gaia2,CCD
5621,99942,,LT8MC2k,2021-02-20 00:44:05.906000+00:00,157.87788,-16.82691,15.3,G,C57,Gaia2,CCD
5622,99942,,LT8MC2k,2021-02-20 00:54:05.905000+00:00,157.8667,-16.82415,15.4,G,C57,Gaia2,CCD
5623,99942,,LT8MC2k,2021-02-20 01:04:05.905000+00:00,157.85865,-16.82084,15.3,G,C57,Gaia2,CCD
5624,99942,,99942,2021-02-20 01:10:36.797000+00:00,157.609275,-16.499994,15.3,G,Z84,Gaia2,CCD
5625,99942,,LT8MC2k,2021-02-20 01:14:05.905000+00:00,157.84907,-16.81726,15.3,G,C57,Gaia2,CCD
5626,99942,,LT8MC2k,2021-02-20 01:24:05.905000+00:00,157.83935,-16.81401,15.3,G,C57,Gaia2,CCD
5627,99942,,LT8MC2k,2021-02-20 01:34:05.904000+00:00,157.82965,-16.81078,15.3,G,C57,Gaia2,CCD
5628,99942,,LT8MC2k,2021-02-20 01:44:05.904000+00:00,157.81982,-16.80772,15.4,G,C57,Gaia2,CCD
5629,99942,,LT8MC2k,2021-02-20 01:54:05.904000+00:00,157.81006,-16.80448,15.3,G,C57,Gaia2,CCD
5630,99942,,LT8MC2k,2021-02-20 02:04:05.904000+00:00,157.80051,-16.80116,15.3,G,C57,Gaia2,CCD
5631,99942,,LT8MC2k,2021-02-20 02:14:05.903000+00:00,157.7909,-16.79792,15.3,G,C57,Gaia2,CCD
5632,99942,,LT8MC2k,2021-02-20 02:24:05.903000+00:00,157.78115,-16.79473,15.4,G,C57,Gaia2,CCD
5633,99942,,LT8MC2k,2021-02-20 02:34:05.903000+00:00,157.77144,-16.79149,15.4,G,C57,Gaia2,CCD
5634,99942,,LT8MC2k,2021-02-20 02:44:05.903000+00:00,157.76163,-16.78804,15.4,G,C57,Gaia2,CCD
5635,99942,,LT8MC2k,2021-02-20 02:54:05.902000+00:00,157.75198,-16.78476,15.4,G,C57,Gaia2,CCD
5636,99942,,LT8MC2k,2021-02-20 03:04:05.902000+00:00,157.74227,-16.7816,15.5,G,C57,Gaia2,CCD
5637,99942,,LT8MC2k,2021-02-20 03:14:05.902000+00:00,157.73239,-16.77827,15.4,G,C57,Gaia2,CCD
5638,99942,,LT8MC2k,2021-02-20 03:24:05.901000+00:00,157.72289,-16.77505,15.4,G,C57,Gaia2,CCD
5639,99942,,LT8MC2k,2021-02-20 03:34:05.901000+00:00,157.71288,-16.77168,15.4,G,C57,Gaia2,CCD
5640,99942,,LT8MC2k,2021-02-20 03:44:05.901000+00:00,157.70333,-16.76835,15.5,G,C57,Gaia2,CCD
5641,99942,,LT8MC2k,2021-02-20 03:54:05.901000+00:00,157.69344,-16.76507,15.5,G,C57,Gaia2,CCD
5642,99942,,LT8MC2k,2021-02-20 04:04:05.900000+00:00,157.68388,-16.76171,15.5,G,C57,Gaia2,CCD
5643,99942,,LT8MC2k,2021-02-20 04:14:05.900000+00:00,157.6742,-16.75845,15.5,G,C57,Gaia2,CCD
5644,99942,,LT8MC2k,2021-02-20 04:24:05.900000+00:00,157.66424,-16.75505,15.5,G,C57,Gaia2,CCD
5645,99942,,LT8MC2k,2021-02-20 04:34:05.900000+00:00,157.65462,-16.75175,15.6,G,C57,Gaia2,CCD
5646,99942,,LT8MC2k,2021-02-20 04:44:05.899000+00:00,157.64478,-16.7484,15.5,G,C57,Gaia2,CCD
5647,99942,,LT8MC2k,2021-02-20 04:54:05.899000+00:00,157.63489,-16.74521,15.6,G,C57,Gaia2,CCD
5648,99942,,LT8MC2k,2021-02-20 05:04:05.899000+00:00,157.62543,-16.74181,15.7,G,C57,Gaia2,CCD
5649,99942,,LT8MC2k,2021-02-20 05:14:05.899000+00:00,157.61583,-16.7386,15.6,G,C57,Gaia2,CCD
5650,99942,,LT8MC2k,2021-02-20 05:24:05.898000+00:00,157.6058,-16.73521,15.6,G,C57,Gaia2,CCD
5651,99942,,LT8MC2k,2021-02-20 05:34:05.898000+00:00,157.59623,-16.73173,15.6,G,C57,Gaia2,CCD
5652,99942,,LT8MC2k,2021-02-20 05:44:05.898000+00:00,157.58659,-16.7285,15.7,G,C57,Gaia2,CCD
5653,99942,,LT8MC2k,2021-02-20 05:54:05.898000+00:00,157.57681,-16.72514,15.7,G,C57,Gaia2,CCD
5654,99942,,LT8MC2k,2021-02-20 06:04:05.897000+00:00,157.56681,-16.72183,15.7,G,C57,Gaia2,CCD
5655,99942,,LT8MC2k,2021-02-20 06:14:05.897000+00:00,157.55726,-16.71832,15.8,G,C57,Gaia2,CCD
5656,99942,,LT8MC2k,2021-02-20 06:24:05.897000+00:00,157.54716,-16.71497,15.7,G,C57,Gaia2,CCD
5657,99942,,LT8MC2k,2021-02-20 06:34:05.896000+00:00,157.53743,-16.71164,15.7,G,C57,Gaia2,CCD
5658,99942,,LT8MC2k,2021-02-20 06:44:05.896000+00:00,157.5277,-16.70813,15.8,G,C57,Gaia2,CCD
5659,99942,,LT8MC2k,2021-02-20 06:54:05.896000+00:00,157.51803,-16.705,15.8,G,C57,Gaia2,CCD
5660,99942,,LT8MC2k,2021-02-20 07:04:05.896000+00:00,157.5082,-16.70139,15.8,G,C57,Gaia2,CCD
5661,99942,,LT8MC2k,2021-02-20 07:14:05.895000+00:00,157.49851,-16.69791,15.8,G,C57,Gaia2,CCD
5662,99942,,LT8MC2k,2021-02-20 07:24:05.895000+00:00,157.48843,-16.69471,15.8,G,C57,Gaia2,CCD
5663,99942,,LT8MC2k,2021-02-20 07:34:05.895000+00:00,157.47848,-16.69131,15.8,G,C57,Gaia2,CCD
5664,99942,,LT8MC2k,2021-02-20 07:44:05.895000+00:00,157.46908,-16.68799,15.9,G,C57,Gaia2,CCD
5665,99942,,LT8MC2k,2021-02-20 07:54:05.894000+00:00,157.45933,-16.68448,15.8,G,C57,Gaia2,CCD
5666,99942,,LT8MC2k,2021-02-20 08:04:05.894000+00:00,157.44922,-16.68097,15.9,G,C57,Gaia2,CCD
5667,99942,,LT8MC2k,2021-02-20 08:14:05.894000+00:00,157.43953,-16.6778,15.9,G,C57,Gaia2,CCD
5668,99942,,LT8MC2k,2021-02-20 08:24:05.894000+00:00,157.42967,-16.67424,15.8,G,C57,Gaia2,CCD
5669,99942,,LT8MC2k,2021-02-20 08:34:05.893000+00:00,157.41988,-16.67056,15.8,G,C57,Gaia2,CCD
5670,99942,,LT8MC2k,2021-02-20 08:44:05.893000+00:00,157.4101,-16.66728,15.9,G,C57,Gaia2,CCD
5671,99942,,LT8MC2k,2021-02-20 08:54:05.893000+00:00,157.40017,-16.66365,15.8,G,C57,Gaia2,CCD
5672,99942,,LT8MC2k,2021-02-20 09:04:05.892000+00:00,157.39035,-16.66048,15.9,G,C57,Gaia2,CCD
5673,99942,,LT8MC2k,2021-02-20 09:24:05.892000+00:00,157.37094,-16.65357,15.9,G,C57,Gaia2,CCD
5674,99942,,LT8MC2k,2021-02-20 09:34:05.892000+00:00,157.36086,-16.64999,15.8,G,C57,Gaia2,CCD
5675,99942,,LT8MC2k,2021-02-20 09:44:05.891000+00:00,157.3514,-16.64667,15.8,G,C57,Gaia2,CCD
5676,99942,,LT8MC2k,2021-02-20 09:54:05.891000+00:00,157.34119,-16.64328,15.7,G,C57,Gaia2,CCD
5677,99942,,LT8MC2k,2021-02-20 10:04:05.891000+00:00,157.33172,-16.6397,15.7,G,C57,Gaia2,CCD
5678,99942,,LT8MC2k,2021-02-20 10:14:05.891000+00:00,157.32152,-16.6363,15.7,G,C57,Gaia2,CCD
5679,99942,,LT8MC2k,2021-02-20 10:24:05.890000+00:00,157.31195,-16.63288,15.8,G,C57,Gaia2,CCD
5680,99942,,LT8MC2k,2021-02-20 10:34:05.890000+00:00,157.30198,-16.62926,15.8,G,C57,Gaia2,CCD
5681,99942,,LT8MC2k,2021-02-20 10:44:05.890000+00:00,157.29201,-16.62571,15.7,G,C57,Gaia2,CCD
5682,99942,,LT8MC2k,2021-02-20 10:54:05.890000+00:00,157.28234,-16.62199,15.7,G,C57,Gaia2,CCD
5683,99942,,LT8MC2k,2021-02-20 11:04:05.889000+00:00,157.27238,-16.61858,15.7,G,C57,Gaia2,CCD
5684,99942,,LT8MC2k,2021-02-20 11:14:05.889000+00:00,157.26244,-16.61503,15.7,G,C57,Gaia2,CCD
5685,99942,,LT8MC2k,2021-02-20 11:24:05.889000+00:00,157.25258,-16.61157,15.6,G,C57,Gaia2,CCD
5686,99942,,LT8MC2k,2021-02-20 11:34:05.889000+00:00,157.24306,-16.60808,15.7,G,C57,Gaia2,CCD
5687,99942,,LT8MC2k,2021-02-20 11:44:05.888000+00:00,157.23318,-16.6045,15.6,G,C57,Gaia2,CCD
5688,99942,,LT8MC2k,2021-02-20 11:54:05.888000+00:00,157.2232,-16.60088,15.6,G,C57,Gaia2,CCD
5689,99942,,LT8MC2k,2021-02-20 12:04:05.888000+00:00,157.21319,-16.59738,15.6,G,C57,Gaia2,CCD
5690,99942,,LT8MC2k,2021-02-20 12:14:05.887000+00:00,157.20366,-16.59392,15.6,G,C57,Gaia2,CCD
5691,99942,,LT8MC2k,2021-02-20 12:24:05.887000+00:00,157.19362,-16.59042,15.6,G,C57,Gaia2,CCD
5692,99942,,LT8MC2k,2021-02-20 12:34:05.887000+00:00,157.18384,-16.58682,15.6,G,C57,Gaia2,CCD
5693,99942,,A10vpYg,2021-02-20 12:36:24.790000+00:00,157.08805,-16.28727,15.71,Ac,T05,Gaia2,CCD
5694,99942,,A10vpYg,2021-02-20 12:40:23.460000+00:00,157.08469,-16.286,15.86,Ac,T05,Gaia2,CCD
5695,99942,,LT8MC2k,2021-02-20 12:44:05.887000+00:00,157.17418,-16.58327,15.5,G,C57,Gaia2,CCD
5696,99942,,A10vpYg,2021-02-20 12:49:40.200000+00:00,157.07702,-16.28318,15.4,Ac,T05,Gaia2,CCD
5697,99942,,LT8MC2k,2021-02-20 12:54:05.886000+00:00,157.16419,-16.57971,15.5,G,C57,Gaia2,CCD
5698,99942,,LT8MC2k,2021-02-20 13:04:05.886000+00:00,157.15398,-16.57603,15.5,G,C57,Gaia2,CCD
5699,99942,,A10vpYg,2021-02-20 13:05:31.580000+00:00,157.06393,-16.2779,15.96,Ac,T05,Gaia2,CCD
5700,99942,,LT8MC2k,2021-02-20 13:14:05.886000+00:00,157.14412,-16.57231,15.7,G,C57,Gaia2,CCD
5701,99942,,LT8MC2k,2021-02-20 13:24:05.886000+00:00,157.13462,-16.56935,15.6,G,C57,Gaia2,CCD
5702,99942,,LT8MC2k,2021-02-20 13:34:05.885000+00:00,157.12457,-16.56571,15.6,G,C57,Gaia2,CCD
5703,99942,,LT8MC2k,2021-02-20 13:44:05.885000+00:00,157.11457,-16.56198,15.4,G,C57,Gaia2,CCD
5704,99942,,LT8MC2k,2021-02-20 13:54:05.885000+00:00,157.10465,-16.55826,15.4,G,C57,Gaia2,CCD
5705,99942,,LT8MC2k,2021-02-20 14:04:05.885000+00:00,157.09504,-16.55461,15.4,G,C57,Gaia2,CCD
5706,99942,,99942,2021-02-20 17:25:46.272000+00:00,156.86542,-16.17906,14.7,R,Q62,Gaia2,CCD
5707,99942,,99942,2021-02-20 17:28:24.384000+00:00,156.86337,-16.17831,14.6,R,Q62,Gaia2,CCD
5708,99942,,99942,2021-02-20 17:29:43.008000+00:00,156.86217,-16.17781,14.7,R,Q62,Gaia2,CCD
5709,99942,,99942,2021-02-20 17:32:21.120000+00:00,156.86021,-16.17694,14.7,R,Q62,Gaia2,CCD
5710,99942,,99942,2021-02-20 20:19:45.120000+00:00,156.75283,-16.148,16.2,L,095,USNOA2,CCD
5711,99942,,99942,2021-02-20 20:20:02.400000+00:00,156.75258,-16.14781,16.2,L,095,USNOA2,CCD
5712,99942,,99942,2021-02-20 20:20:35.232000+00:00,156.75212,-16.14783,16.2,L,095,USNOA2,CCD
5713,99942,,99942,2021-02-20 20:21:08.928000+00:00,156.75183,-16.14756,16.1,L,095,USNOA2,CCD
5714,99942,,99942,2021-02-20 20:21:26.208000+00:00,156.75146,-16.14758,16.1,L,095,USNOA2,CCD
5715,99942,,99942,2021-02-20 20:21:42.624000+00:00,156.75133,-16.14739,16.3,L,095,USNOA2,CCD
5716,99942,,99942,2021-02-20 20:22:32.736000+00:00,156.75062,-16.14719,16.2,L,095,USNOA2,CCD
5717,99942,,99942,2021-02-20 20:22:50.016000+00:00,156.75046,-16.14708,16.2,L,095,USNOA2,CCD
5718,99942,,99942,2021-02-20 20:23:06.432000+00:00,156.75017,-16.14711,16.3,L,095,USNOA2,CCD
5719,99942,,99942,2021-02-20 20:23:22.848000+00:00,156.75004,-16.14692,16.2,L,095,USNOA2,CCD
5720,99942,,99942,2021-02-20 20:23:56.544000+00:00,156.7495,-16.14672,15.9,L,095,USNOA2,CCD
5721,99942,,99942,2021-02-20 20:25:03.072000+00:00,156.74858,-16.14644,16.2,L,095,USNOA2,CCD
5722,99942,,99942,2021-02-20 20:25:36.768000+00:00,156.74813,-16.14614,16.1,L,095,USNOA2,CCD
5723,99942,,99942,2021-02-20 20:26:10.464000+00:00,156.74779,-16.14589,16.3,L,095,USNOA2,CCD
5724,99942,,LT8MC2n,2021-02-20 21:04:05.873000+00:00,156.67918,-16.3973,15.5,G,C57,Gaia2,CCD
5725,99942,,LT8MC2n,2021-02-20 21:54:05.872000+00:00,156.62894,-16.37811,15.7,G,C57,Gaia2,CCD
5726,99942,,09942,2021-02-20 22:25:40.195000+00:00,156.652,-16.10836,15.7,G,L54,Gaia2,CCD
5727,99942,,99942,2021-02-20 22:38:22.848000+00:00,156.64483,-16.10511,15.0,R,B72,Gaia2,CCD
5728,99942,,99942,2021-02-20 22:39:24.192000+00:00,156.64396,-16.10461,14.7,R,B72,Gaia2,CCD
5729,99942,,09942,2021-02-20 22:39:55.382000+00:00,156.64021,-16.10375,15.5,G,L54,Gaia2,CCD
5730,99942,,99942,2021-02-20 22:40:26.400000+00:00,156.64317,-16.10425,15.0,R,B72,Gaia2,CCD
5731,99942,,99942,2021-02-20 22:41:27.744000+00:00,156.64233,-16.10392,14.7,R,B72,Gaia2,CCD
5732,99942,,99942,2021-02-20 22:42:29.952000+00:00,156.64158,-16.10372,14.9,R,B72,Gaia2,CCD
5733,99942,,99942,2021-02-20 22:43:00.192000+00:00,156.64104,-16.10342,15.0,R,B72,Gaia2,CCD
5734,99942,,99942,2021-02-20 22:43:31.296000+00:00,156.64087,-16.10339,14.9,R,B72,Gaia2,CCD
5735,99942,,99942,2021-02-20 22:44:33.504000+00:00,156.63992,-16.10303,14.7,R,B72,Gaia2,CCD
5736,99942,,99942,2021-02-20 22:45:34.848000+00:00,156.63917,-16.10281,15.0,R,B72,Gaia2,CCD
5737,99942,,99942,2021-02-20 22:46:37.056000+00:00,156.63817,-16.10242,14.6,R,B72,Gaia2,CCD
5738,99942,,09942,2021-02-20 22:55:22.541000+00:00,156.62754,-16.09883,15.5,G,L54,Gaia2,CCD
5739,99942,,99942,2021-02-20 23:03:02.880000+00:00,156.62417,-16.09603,16.0,G,G17,Gaia2,CCD
5740,99942,,LT8MC2n,2021-02-20 23:04:05.870000+00:00,156.55991,-16.3502,15.8,G,C57,Gaia2,CCD
5741,99942,,99942,2021-02-20 23:05:43.584000+00:00,156.62213,-16.09553,16.0,G,G17,Gaia2,CCD
5742,99942,,99942,2021-02-20 23:07:09.120000+00:00,156.61846,-16.09572,15.9,V,056,UCAC4,CCD
5743,99942,,99942,2021-02-20 23:08:24.288000+00:00,156.61983,-16.0945,16.0,G,G17,Gaia2,CCD
5744,99942,,LT8MC2n,2021-02-20 23:14:05.870000+00:00,156.55045,-16.34616,15.8,G,C57,Gaia2,CCD
5745,99942,,99942,2021-02-20 23:21:23.616000+00:00,156.60675,-16.09106,16.0,V,056,UCAC4,CCD
5746,99942,,LT8MC2n,2021-02-20 23:24:05.870000+00:00,156.54057,-16.34217,15.8,G,C57,Gaia2,CCD
5747,99942,,LT8MC2n,2021-02-20 23:34:05.869000+00:00,156.53035,-16.3383,15.8,G,C57,Gaia2,CCD
5748,99942,,99942,2021-02-20 23:35:38.112000+00:00,156.59512,-16.0865,16.2,V,056,UCAC4,CCD
5749,99942,,LT8MC2n,2021-02-20 23:44:05.869000+00:00,156.52034,-16.3344,15.8,G,C57,Gaia2,CCD
5750,99942,,LT8MC2n,2021-02-20 23:54:05.869000+00:00,156.5105,-16.33057,15.8,G,C57,Gaia2,CCD
5751,99942,,99942,2021-02-20 23:54:36.864000+00:00,156.57946,-16.08044,16.1,V,056,UCAC4,CCD
5752,99942,,LT8MC2n,2021-02-21 00:04:05.869000+00:00,156.50065,-16.32644,15.8,G,C57,Gaia2,CCD
5753,99942,,LT8MC2n,2021-02-21 00:14:05.868000+00:00,156.49066,-16.32234,15.8,G,C57,Gaia2,CCD
5754,99942,,LT8MC2n,2021-02-21 00:24:05.868000+00:00,156.48084,-16.31841,15.8,G,C57,Gaia2,CCD
5755,99942,,LT8MC2t,2021-02-21 00:34:05.868000+00:00,156.47103,-16.31439,15.8,G,C57,Gaia2,CCD
5756,99942,,LT8MC2t,2021-02-21 00:44:05.868000+00:00,156.46129,-16.30998,15.8,G,C57,Gaia2,CCD
5757,99942,,99942,2021-02-21 00:45:27.475000+00:00,156.53967,-16.06333,15.7,G,104,Gaia2,CCD
5758,99942,,99942,2021-02-21 00:49:46.157000+00:00,156.53612,-16.06197,15.7,G,104,Gaia2,CCD
5759,99942,,99942,2021-02-21 00:54:05.530000+00:00,156.53254,-16.06056,15.7,G,104,Gaia2,CCD
5760,99942,,LT8MC2t,2021-02-21 00:54:05.867000+00:00,156.45125,-16.30643,15.8,G,C57,Gaia2,CCD
5761,99942,,LT8MC2t,2021-02-21 01:04:05.867000+00:00,156.44101,-16.30214,15.7,G,C57,Gaia2,CCD
