obs_index,permID,provID,trkSub,obsTime,ra_deg,dec_deg,mag,band,station,astCat,mode,injection_type,injection_magnitude_arcsec,is_targeted_row
2181,99942,,99942,2013-01-11 21:13:50.304000+00:00,134.127763,-23.598078,16.28,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2182,99942,,99942,2013-01-11 21:14:28.406000+00:00,134.127033,-23.597897,16.14,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2183,99942,,99942,2013-01-11 21:15:06.682000+00:00,134.126358,-23.597678,16.26,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2184,99942,,99942,2013-01-11 21:15:44.784000+00:00,134.125633,-23.597464,16.13,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2185,99942,,99942,2013-01-11 21:16:22.282000+00:00,134.124929,-23.597225,16.11,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2186,99942,,99942,2013-01-11 21:17:00.470000+00:00,134.124258,-23.597053,16.08,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2187,99942,,99942,2013-01-11 21:17:38.659000+00:00,134.123537,-23.596806,16.11,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2188,99942,,99942,2013-01-11 21:18:16.762000+00:00,134.122817,-23.596622,16.29,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2189,99942,,99942,2013-01-11 21:18:54.778000+00:00,134.122154,-23.5964,16.1,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2190,99942,,99942,2013-01-11 21:19:32.880000+00:00,134.121442,-23.596192,16.1,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2191,99942,,99942,2013-01-11 21:20:10.550000+00:00,134.120758,-23.595964,16.15,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2192,99942,,99942,2013-01-11 21:20:48.653000+00:00,134.120033,-23.595764,16.01,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2193,99942,,99942,2013-01-11 21:21:26.842000+00:00,134.11935,-23.595556,16.04,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2194,99942,,99942,2013-01-11 21:22:05.030000+00:00,134.118608,-23.59535,16.15,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2195,99942,,99942,2013-01-11 21:22:43.306000+00:00,134.117971,-23.595189,16.14,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2196,99942,,99942,2013-01-11 21:23:21.581000+00:00,134.117254,-23.594969,16.2,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2197,99942,,99942,2013-01-11 21:23:59.770000+00:00,134.116537,-23.594717,16.04,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2198,99942,,99942,2013-01-11 21:24:37.786000+00:00,134.115829,-23.594506,15.99,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2199,99942,,99942,2013-01-11 21:25:15.974000+00:00,134.115108,-23.594269,16.06,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2200,99942,,99942,2013-01-11 21:25:54.163000+00:00,134.114421,-23.593997,16.11,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2201,99942,,99942,2013-01-11 21:26:31.920000+00:00,134.113746,-23.593892,16.07,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2202,99942,,99942,2013-01-11 21:27:09.850000+00:00,134.112979,-23.593639,16.29,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2203,99942,,99942,2013-01-11 21:27:48.038000+00:00,134.112333,-23.593439,16.07,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2204,99942,,99942,2013-01-11 21:28:25.882000+00:00,134.111638,-23.593253,15.99,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2205,99942,,99942,2013-01-11 21:29:04.070000+00:00,134.110908,-23.593008,16.08,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2206,99942,,99942,2013-01-11 21:29:42.173000+00:00,134.110179,-23.592783,16.18,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2207,99942,,99942,2013-01-11 21:30:20.362000+00:00,134.109521,-23.592614,16.1,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2208,99942,,99942,2013-01-11 21:30:57.946000+00:00,134.108812,-23.592386,16.18,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2209,99942,,99942,2013-01-11 21:31:36.134000+00:00,134.108121,-23.592197,16.07,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2210,99942,,99942,2013-01-11 21:32:14.323000+00:00,134.107362,-23.591925,16.01,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2211,99942,,99942,2013-01-11 21:32:52.512000+00:00,134.106742,-23.591747,16.1,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2212,99942,,99942,2013-01-11 21:33:30.701000+00:00,134.105975,-23.5915,16.15,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2213,99942,,99942,2013-01-11 21:34:08.630000+00:00,134.105283,-23.591322,16.06,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2214,99942,,99942,2013-01-11 21:34:46.387000+00:00,134.104629,-23.591106,16.01,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2215,99942,,99942,2013-01-11 21:35:24.662000+00:00,134.103938,-23.590878,16.23,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2216,99942,,99942,2013-01-11 21:36:02.765000+00:00,134.103246,-23.59075,16.03,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2217,99942,,99942,2013-01-11 21:36:40.522000+00:00,134.102408,-23.590539,16.12,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2218,99942,,99942,2013-01-11 21:37:18.710000+00:00,134.101729,-23.590183,15.91,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2219,99942,,99942,2013-01-11 21:38:07.008000+00:00,134.10085,-23.589917,15.82,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2220,99942,,99942,2013-01-11 21:38:44.765000+00:00,134.100163,-23.589678,15.93,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2221,99942,,99942,2013-01-11 21:39:22.435000+00:00,134.099517,-23.589475,15.79,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2222,99942,,99942,2013-01-11 21:40:00.624000+00:00,134.098808,-23.589372,15.93,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2223,99942,,99942,2013-01-11 21:40:38.813000+00:00,134.098096,-23.58915,16.15,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2224,99942,,99942,2013-01-11 21:41:18.125000+00:00,134.097404,-23.588931,16.05,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2225,99942,,99942,2013-01-11 21:41:56.314000+00:00,134.096675,-23.588717,16.15,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2226,99942,,99942,2013-01-11 21:42:34.502000+00:00,134.096017,-23.588533,16.13,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2227,99942,,99942,2013-01-11 21:43:12.691000+00:00,134.095237,-23.588253,16.18,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2228,99942,,99942,2013-01-11 21:43:50.794000+00:00,134.094538,-23.588086,16.08,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2229,99942,,99942,2013-01-11 21:44:28.291000+00:00,134.093842,-23.587872,16.05,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2230,99942,,99942,2013-01-11 21:45:06.566000+00:00,134.093104,-23.587611,16.1,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2231,99942,,99942,2013-01-11 21:45:44.582000+00:00,134.092463,-23.587456,16.14,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2232,99942,,99942,2013-01-11 21:46:22.771000+00:00,134.091712,-23.587231,16.16,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2233,99942,,99942,2013-01-11 21:47:00.787000+00:00,134.091013,-23.586967,16.07,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2234,99942,,99942,2013-01-11 21:47:38.976000+00:00,134.090329,-23.586811,16.1,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2235,99942,,99942,2013-01-11 21:48:16.733000+00:00,134.089675,-23.586561,16.11,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2236,99942,,99942,2013-01-11 21:48:54.749000+00:00,134.088883,-23.586247,15.97,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2237,99942,,99942,2013-01-11 21:50:11.213000+00:00,134.087563,-23.58595,15.85,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2238,99942,,99942,2013-01-11 21:50:49.402000+00:00,134.086888,-23.585683,16.27,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2239,99942,,99942,2013-01-11 21:51:27.590000+00:00,134.086046,-23.585444,15.95,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2240,99942,,99942,2013-01-11 21:52:05.779000+00:00,134.085442,-23.585292,16.07,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2241,99942,,99942,2013-01-11 21:52:43.968000+00:00,134.084663,-23.585117,15.84,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2242,99942,,99942,2013-01-11 21:53:22.330000+00:00,134.084004,-23.584886,16.18,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2243,99942,,99942,2013-01-11 21:54:44.064000+00:00,134.08308,-23.58436,15.8,R,C40,UCAC3,CCD,targeted_outlier,30.0,False
2244,99942,,99942,2013-01-11 21:56:04.416000+00:00,134.08154,-23.58372,15.9,R,C40,UCAC3,CCD,targeted_outlier,30.0,False
2245,99942,,99942,2013-01-11 22:38:57.408000+00:00,134.04492,-23.56803,15.7,V,C77,USNOB1,CCD,targeted_outlier,30.0,False
2246,99942,,99942,2013-01-11 22:39:30.240000+00:00,134.04392,-23.568,15.8,V,C77,USNOB1,CCD,targeted_outlier,30.0,False
2247,99942,,99942,2013-01-11 22:40:02.208000+00:00,134.0435,-23.56742,15.8,V,C77,USNOB1,CCD,targeted_outlier,30.0,False
2248,99942,,99942,2013-01-11 22:40:35.040000+00:00,134.04296,-23.56733,15.9,V,C77,USNOB1,CCD,targeted_outlier,30.0,False
2249,99942,,99942,2013-01-11 22:41:07.872000+00:00,134.04237,-23.56711,16.0,V,C77,USNOB1,CCD,targeted_outlier,30.0,False
2250,99942,,99942,2013-01-11 22:41:24.288000+00:00,134.04204,-23.56717,15.9,V,C77,USNOB1,CCD,targeted_outlier,30.0,False
2251,99942,,99942,2013-01-11 22:41:40.704000+00:00,134.04163,-23.56733,15.7,V,C77,USNOB1,CCD,targeted_outlier,30.0,False
2252,99942,,99942,2013-01-11 22:42:14.400000+00:00,134.04133,-23.56689,15.9,V,C77,USNOB1,CCD,targeted_outlier,30.0,False
2253,99942,,99942,2013-01-11 23:27:44.640000+00:00,133.99192,-23.55175,15.3,R,K21,UCAC3,CCD,targeted_outlier,30.0,False
2254,99942,,99942,2013-01-11 23:44:38.976000+00:00,133.97075,-23.54614,15.3,R,470,UCAC4,CCD,targeted_outlier,30.0,False
2255,99942,,99942,2013-01-11 23:45:47.232000+00:00,133.96958,-23.54578,15.3,R,470,UCAC4,CCD,targeted_outlier,30.0,False
2256,99942,,99942,2013-01-11 23:46:20.928000+00:00,133.96887,-23.54558,15.3,R,470,UCAC4,CCD,targeted_outlier,30.0,False
2257,99942,,99942,2013-01-11 23:46:54.624000+00:00,133.96821,-23.54528,14.6,R,470,UCAC4,CCD,targeted_outlier,30.0,False
2258,99942,,99942,2013-01-11 23:47:29.184000+00:00,133.96742,-23.54514,15.3,R,470,UCAC4,CCD,targeted_outlier,30.0,False
2259,99942,,99942,2013-01-11 23:51:00+00:00,133.96613,-23.54403,15.0,R,K21,UCAC3,CCD,targeted_outlier,30.0,False
2260,99942,,99942,2013-01-12 00:22:13.152000+00:00,133.93171,-23.53347,15.1,R,K21,UCAC3,CCD,targeted_outlier,30.0,False
2261,99942,,99942,2013-01-12 01:08:01.536000+00:00,133.88192,-23.51739,14.7,R,213,USNOA2,CCD,targeted_outlier,30.0,False
2262,99942,,99942,2013-01-12 01:15:55.008000+00:00,133.87313,-23.51467,14.7,R,213,USNOA2,CCD,targeted_outlier,30.0,False
2263,99942,,99942,2013-01-12 01:46:52.608000+00:00,133.839,-23.50381,15.7,R,B74,UCAC3,CCD,targeted_outlier,30.0,False
2264,99942,,99942,2013-01-12 01:51:10.080000+00:00,133.83429,-23.50236,15.6,R,B74,UCAC3,CCD,targeted_outlier,30.0,False
2265,99942,,99942,2013-01-12 02:01:46.848000+00:00,133.82246,-23.49864,15.6,R,B74,UCAC3,CCD,targeted_outlier,30.0,False
2266,99942,,99942,2013-01-12 02:10:33.888000+00:00,133.81271,-23.49556,14.8,R,232,USNOA2,CCD,targeted_outlier,30.0,False
2267,99942,,99942,2013-01-12 02:28:57.216000+00:00,133.79237,-23.48903,14.7,R,232,USNOA2,CCD,targeted_outlier,30.0,False
2268,99942,,99942,2013-01-12 02:43:18.624000+00:00,133.7745,-23.48422,,,204,PPMXL,CCD,targeted_outlier,30.0,False
2269,99942,,99942,2013-01-12 02:46:42.528000+00:00,133.77075,-23.483,,,204,PPMXL,CCD,targeted_outlier,30.0,False
2270,99942,,99942,2013-01-12 02:50:26.304000+00:00,133.76671,-23.48161,,,204,PPMXL,CCD,targeted_outlier,30.0,False
2271,99942,,99942,2013-01-12 02:54:09.216000+00:00,133.76262,-23.48025,,,204,PPMXL,CCD,targeted_outlier,30.0,False
2272,99942,,99942,2013-01-12 02:56:05.856000+00:00,133.76229,-23.47922,14.8,R,232,USNOA2,CCD,targeted_outlier,30.0,False
2273,99942,,99942,2013-01-12 02:57:53.856000+00:00,133.75846,-23.47894,15.2,R,204,PPMXL,CCD,targeted_outlier,30.0,False
2274,99942,,99942,2013-01-12 04:59:59.712000+00:00,133.64471,-23.40881,,,844,UCAC3,CCD,targeted_outlier,30.0,False
2275,99942,,99942,2013-01-12 05:02:41.280000+00:00,133.64183,-23.40789,,,844,UCAC3,CCD,targeted_outlier,30.0,False
2276,99942,,99942,2013-01-12 05:05:21.984000+00:00,133.63875,-23.40689,,,844,UCAC3,CCD,targeted_outlier,30.0,False
2277,99942,,99942,2013-01-12 05:08:01.824000+00:00,133.63575,-23.40597,,,844,UCAC3,CCD,targeted_outlier,30.0,False
2278,99942,,99942,2013-01-12 05:10:43.392000+00:00,133.63275,-23.40503,,,844,UCAC3,CCD,targeted_outlier,30.0,False
2279,99942,,99942,2013-01-12 23:18:05.760000+00:00,132.53963,-23.03583,15.6,R,J47,UCAC2,CCD,targeted_outlier,30.0,False
2280,99942,,99942,2013-01-12 23:42:45.792000+00:00,132.51246,-23.02733,15.9,R,J47,UCAC2,CCD,targeted_outlier,30.0,False
2281,99942,,99942,2013-01-13 00:04:23.520000+00:00,132.48858,-23.01983,16.0,R,J47,UCAC2,CCD,targeted_outlier,30.0,False
2282,99942,,99942,2013-01-13 00:27:03.197000+00:00,132.45425,-23.01706,16.4,V,510,UCAC3,CCD,targeted_outlier,30.0,False
2283,99942,,99942,2013-01-13 00:34:38.093000+00:00,132.446,-23.01431,16.3,V,510,UCAC3,CCD,targeted_outlier,30.0,False
2284,99942,,99942,2013-01-13 00:42:12.989000+00:00,132.43771,-23.0115,16.4,V,510,UCAC3,CCD,targeted_outlier,30.0,False
2285,99942,,99942,2013-01-13 00:49:47.798000+00:00,132.42946,-23.00861,16.3,V,510,UCAC3,CCD,targeted_outlier,30.0,False
2286,99942,,99942,2013-01-13 00:57:22.694000+00:00,132.42112,-23.00592,16.3,V,510,UCAC3,CCD,targeted_outlier,30.0,False
2287,99942,,99942,2013-01-13 01:04:57.677000+00:00,132.41279,-23.00303,16.2,V,510,UCAC3,CCD,targeted_outlier,30.0,False
2288,99942,,99942,2013-01-13 01:12:32.486000+00:00,132.4045,-23.00014,16.2,V,510,UCAC3,CCD,targeted_outlier,30.0,False
2289,99942,,99942,2013-01-13 01:20:07.296000+00:00,132.39621,-22.99733,16.4,V,510,UCAC3,CCD,targeted_outlier,30.0,False
2290,99942,,99942,2013-01-13 01:27:42.192000+00:00,132.388,-22.99447,16.2,V,510,UCAC3,CCD,targeted_outlier,30.0,False
2291,99942,,99942,2013-01-13 01:35:17.002000+00:00,132.37963,-22.99167,16.3,V,510,UCAC3,CCD,targeted_outlier,30.0,False
2292,99942,,99942,2013-01-13 01:42:51.811000+00:00,132.37142,-22.98881,16.1,V,510,UCAC3,CCD,targeted_outlier,30.0,False
2293,99942,,99942,2013-01-13 01:50:26.707000+00:00,132.36308,-22.98603,16.1,V,510,UCAC3,CCD,targeted_outlier,30.0,False
2294,99942,,99942,2013-01-13 01:58:01.690000+00:00,132.35483,-22.98303,16.1,V,510,UCAC3,CCD,targeted_outlier,30.0,False
2295,99942,,99942,2013-01-13 02:05:36.586000+00:00,132.34671,-22.98014,16.0,V,510,UCAC3,CCD,targeted_outlier,30.0,False
2296,99942,,99942,2013-01-13 02:13:11.482000+00:00,132.33825,-22.97719,16.0,V,510,UCAC3,CCD,targeted_outlier,30.0,False
2297,99942,,99942,2013-01-13 02:20:46.291000+00:00,132.33004,-22.97442,16.1,V,510,UCAC3,CCD,targeted_outlier,30.0,False
2298,99942,,99942,2013-01-13 08:06:23.328000+00:00,131.98671,-22.84192,14.9,R,H06,UCAC3,CCD,targeted_outlier,30.0,False
2299,99942,,99942,2013-01-13 08:21:50.400000+00:00,131.9695,-22.83622,14.9,R,H06,UCAC3,CCD,targeted_outlier,30.0,False
2300,99942,,99942,2013-01-13 08:23:21.984000+00:00,131.96783,-22.83564,15.0,R,H06,UCAC3,CCD,targeted_outlier,30.0,False
2301,99942,,99942,2013-01-13 08:36:27.360000+00:00,131.95325,-22.83061,14.7,R,H06,UCAC3,CCD,targeted_outlier,30.0,False
2302,99942,,99942,2013-01-13 20:16:15.773000+00:00,131.255454,-22.563422,15.96,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2303,99942,,99942,2013-01-13 20:20:35.664000+00:00,131.250771,-22.561814,15.95,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2304,99942,,99942,2013-01-13 20:22:52.435000+00:00,131.248283,-22.560969,15.93,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2305,99942,,99942,2013-01-13 20:25:25.709000+00:00,131.245517,-22.560025,15.9,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2306,99942,,99942,2013-01-13 20:26:03.811000+00:00,131.2448,-22.559767,15.88,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2307,99942,,99942,2013-01-13 20:26:42.086000+00:00,131.244125,-22.559514,15.88,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2308,99942,,99942,2013-01-13 20:27:20.275000+00:00,131.243421,-22.559322,15.94,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2309,99942,,99942,2013-01-13 20:27:58.464000+00:00,131.242712,-22.559056,15.89,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2310,99942,,99942,2013-01-13 20:28:36.739000+00:00,131.242033,-22.558839,15.87,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2311,99942,,99942,2013-01-13 20:29:14.323000+00:00,131.241421,-22.558644,15.89,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2312,99942,,99942,2013-01-13 20:29:52.598000+00:00,131.240646,-22.558331,15.89,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2313,99942,,99942,2013-01-13 20:30:30.787000+00:00,131.239958,-22.558067,15.81,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2314,99942,,99942,2013-01-13 20:31:09.062000+00:00,131.239246,-22.557858,15.9,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2315,99942,,99942,2013-01-13 20:32:29.155000+00:00,131.237846,-22.557419,15.81,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2316,99942,,99942,2013-01-13 20:32:52.310000+00:00,131.237383,-22.557206,15.87,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2317,99942,,99942,2013-01-13 20:40:05.520000+00:00,131.229529,-22.554556,15.88,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2318,99942,,99942,2013-01-13 20:40:43.795000+00:00,131.228833,-22.554233,15.93,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2319,99942,,99942,2013-01-13 20:41:22.070000+00:00,131.228158,-22.554053,15.94,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2320,99942,,99942,2013-01-13 20:42:00.346000+00:00,131.227417,-22.553758,15.97,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2321,99942,,99942,2013-01-13 20:42:38.621000+00:00,131.226758,-22.553556,15.92,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2322,99942,,99942,2013-01-13 20:43:16.291000+00:00,131.226054,-22.553289,15.88,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2323,99942,,99942,2013-01-13 20:43:54.221000+00:00,131.225367,-22.553114,15.9,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2324,99942,,99942,2013-01-13 20:44:32.410000+00:00,131.224687,-22.552853,15.96,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2325,99942,,99942,2013-01-13 20:45:10.771000+00:00,131.223979,-22.552561,15.9,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2326,99942,,99942,2013-01-13 20:45:49.046000+00:00,131.223287,-22.552367,15.88,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2327,99942,,99942,2013-01-13 20:46:59.376000+00:00,131.222017,-22.551961,15.25,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2328,99942,,99942,2013-01-13 20:48:19.728000+00:00,131.220467,-22.551375,15.8,V,C20,UCAC4,CCD,targeted_outlier,30.0,False
2329,99942,,99942,2013-01-13 20:49:19.603000+00:00,131.219454,-22.551,15.34,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2330,99942,,99942,2013-01-13 20:50:21.811000+00:00,131.218312,-22.550675,15.87,V,C20,UCAC4,CCD,targeted_outlier,30.0,False
2331,99942,,99942,2013-01-13 20:51:31.190000+00:00,131.217058,-22.550214,15.23,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2332,99942,,99942,2013-01-13 20:52:39.274000+00:00,131.215875,-22.549844,15.79,V,C20,UCAC4,CCD,targeted_outlier,30.0,False
2333,99942,,99942,2013-01-13 20:53:58.157000+00:00,131.214358,-22.549242,15.38,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2334,99942,,99942,2013-01-13 20:55:40.109000+00:00,131.212579,-22.548706,15.87,V,C20,UCAC4,CCD,targeted_outlier,30.0,False
2335,99942,,99942,2013-01-13 20:57:10.742000+00:00,131.210892,-22.548072,15.4,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2336,99942,,99942,2013-01-13 20:58:56.237000+00:00,131.208921,-22.547425,15.91,V,C20,UCAC4,CCD,targeted_outlier,30.0,False
2337,99942,,99942,2013-01-13 21:00:21.427000+00:00,131.207387,-22.546814,15.27,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2338,99942,,99942,2013-01-13 21:02:08.218000+00:00,131.205517,-22.546203,16.0,V,C20,UCAC4,CCD,targeted_outlier,30.0,False
2339,99942,,99942,2013-01-13 21:03:32.371000+00:00,131.203913,-22.545653,15.37,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2340,99942,,99942,2013-01-13 21:04:54.019000+00:00,131.202421,-22.545128,15.86,I,C20,UCAC4,CCD,targeted_outlier,30.0,False
2341,99942,,99942,2013-01-13 21:06:39.427000+00:00,131.200583,-22.544492,15.29,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2342,99942,,99942,2013-01-13 21:16:58.224000+00:00,131.189312,-22.540589,15.73,I,C20,UCAC4,CCD,targeted_outlier,30.0,False
2343,99942,,99942,2013-01-13 21:21:41.270000+00:00,131.184067,-22.538761,15.8,I,C20,UCAC4,CCD,targeted_outlier,30.0,False
2344,99942,,99942,2013-01-13 21:23:56.918000+00:00,131.181596,-22.537889,15.3,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2345,99942,,99942,2013-01-13 21:26:17.059000+00:00,131.179004,-22.536953,15.68,I,C20,UCAC4,CCD,targeted_outlier,30.0,False
2346,99942,,99942,2013-01-13 21:28:34.262000+00:00,131.176558,-22.536122,15.29,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2347,99942,,99942,2013-01-13 21:29:59.021000+00:00,131.174996,-22.535583,15.85,I,C20,UCAC4,CCD,targeted_outlier,30.0,False
2348,99942,,99942,2013-01-13 21:31:42.355000+00:00,131.173108,-22.534911,15.85,V,C20,UCAC4,CCD,targeted_outlier,30.0,False
2349,99942,,99942,2013-01-13 21:33:13.939000+00:00,131.171367,-22.534317,16.29,B,C20,UCAC4,CCD,targeted_outlier,30.0,False
2350,99942,,99942,2013-01-13 21:35:08.938000+00:00,131.169371,-22.533567,15.87,V,C20,UCAC4,CCD,targeted_outlier,30.0,False
2351,99942,,99942,2013-01-13 21:37:31.066000+00:00,131.166779,-22.532742,16.44,B,C20,UCAC4,CCD,targeted_outlier,30.0,False
2352,99942,,99942,2013-01-13 21:39:26.496000+00:00,131.164625,-22.531917,15.81,V,C20,UCAC4,CCD,targeted_outlier,30.0,False
2353,99942,,99942,2013-01-13 21:41:05.510000+00:00,131.162687,-22.531192,16.37,B,C20,UCAC4,CCD,targeted_outlier,30.0,False
2354,99942,,99942,2013-01-13 21:44:33.389000+00:00,131.158929,-22.530006,16.4,B,C20,UCAC4,CCD,targeted_outlier,30.0,False
2355,99942,,99942,2013-01-13 21:46:41.002000+00:00,131.156696,-22.529169,15.78,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2356,99942,,99942,2013-01-13 21:47:42.432000+00:00,131.155558,-22.528719,15.8,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2357,99942,,99942,2013-01-13 21:48:20.534000+00:00,131.154821,-22.528486,15.85,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2358,99942,,99942,2013-01-13 21:48:58.723000+00:00,131.154158,-22.528236,15.79,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2359,99942,,99942,2013-01-13 21:49:36.826000+00:00,131.153412,-22.528033,15.85,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2360,99942,,99942,2013-01-13 21:50:14.842000+00:00,131.152725,-22.527756,15.99,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2361,99942,,99942,2013-01-13 21:50:52.858000+00:00,131.152087,-22.52745,15.92,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2362,99942,,99942,2013-01-13 21:51:36.576000+00:00,131.15596,-22.52542,15.2,V,A84,UCAC2,CCD,targeted_outlier,30.0,False
2363,99942,,99942,2013-01-13 21:52:09.408000+00:00,131.150692,-22.527044,15.89,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2364,99942,,99942,2013-01-13 21:52:47.510000+00:00,131.149979,-22.526797,15.89,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2365,99942,,99942,2013-01-13 21:53:25.526000+00:00,131.149258,-22.526525,16.02,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2366,99942,,99942,2013-01-13 21:54:03.802000+00:00,131.148579,-22.526303,16.04,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2367,99942,,99942,2013-01-13 21:54:42.077000+00:00,131.147863,-22.526042,16.13,R,C20,UCAC4,CCD,targeted_outlier,30.0,False
2368,99942,,99942,2013-01-13 21:55:08.256000+00:00,131.15212,-22.52408,15.2,V,A84,UCAC2,CCD,targeted_outlier,30.0,False
2369,99942,,99942,2013-01-13 21:56:26.016000+00:00,131.15067,-22.52358,15.2,V,A84,UCAC2,CCD,targeted_outlier,30.0,False
